assemblage,2
assembled,15
assembly,25
assent,9
assented,2
assentingly,2
assert,9
asserted,8
assertion,7
assertions,4
assigned,6
assignment,4
assist,24
assistance,33
assistant,3
assistants,5
assisted,6
assisting,2
assizes,8
associated,7
assume,22
assumed,36
assuming,9
assunta,14
assurance,20
assurances,4
assure,77
assured,50
assuredly,14
assures,3
assuring,7
astonish,5
astonished,53
astonishing,9
astonishment,70
astounded,4
asylum,8
at,3827
ate,36
atmosphere,12
atom,4
atoms,4
atone,2
atreidae,2
attach,10
attached,22
attachment,4
attack,63
attacked,27
attacking,7
attain,9
attained,10
attempt,51
attempted,15
attempting,8
attempts,12
attend,17
attendance,4
attendant,10
attendants,12
attended,8
attending,7
attention,127
attentions,10
attentive,5
attentively,22
attire,14
attired,11
attitude,14
attorney,43
attract,11
attracted,32
attraction,6
attribute,8
attributed,5
attributes,4
attuned,3
au,2
audacity,4
audible,7
audience,18
auditors,4
augment,4
augmented,4
august,7
aurora,4
auspices,3
austerlitz,3
austria,3
auteuil,48
authenticity,3
author,6
authorities,14
authority,17
authorize,3
automatic,2
automatically,5
autumn,3
autumnal,2
avail,5
available,6
availed,7
availing,7
avarice,4
avaricious,3
avenge,13
avenged,4
avenger,4
avenging,6
avenue,17
avenues,2
average,6
aversion,4
avidity,2
avignon,3
avoid,39
avoided,7
avoiding,8
avowal,5
avowed,2
avrigny,124
await,24
awaited,29
awaiting,24
awaits,11
awake,25
awaken,8
awakened,25
awakening,7
awaking,4
awarded,4
aware,63
away,403
awe,16
awful,8
awhile,3
awkward,11
awkwardness,2
awoke,19
axe,5
axes,2
axiom,8
azure,15
baba,3
babuino,5
baby,11
babylon,3
bachelor,6
back,409
backed,11
backers,2
background,4
backs,6
backward,20
backwards,5
bad,76
bade,15
badly,12
baffled,4
bag,11
bagdad,3
baggage,3
bags,7
bah,14
baker,7
balance,7
balancing,4
balconies,5
balcony,8
ball,56
ballet,8
balls,13
balm,3
baluster,4
band,15
bandage,11
bandaged,5
bandit,44
bandits,51
banditti,6
bank,62
banker,100
bankers,9
banking,4
bankrupt,10
bankruptcy,6
banks,12
baptismal,4
baptiste,2
baptistin,57
barber,5
barcelona,2
bare,14
barely,8
bargain,9
baring,2
bark,9
barked,4
barking,3
baron,117
baroness,135
baronne,3
barons,3
barred,3
barrel,3
barrelled,5
barrels,6
barren,5
barriã,4
barrier,24
barrois,91
bars,14
bartolomeo,13
base,22
based,5
baseek,11
basic,2
basin,4
basket,4
baskets,6
bastia,5
bastion,2
bath,5
bathed,13
baths,4
battle,31
battles,4
bay,7
bayonets,3
bayonne,3
beâ,4
be,2528
beach,4
beacon,2
beads,3
beam,3
beaming,4
beams,3
beans,3
bear,50
beard,19
bearer,15
bearing,31
bearings,5
bears,7
beast,17
beasts,9
beat,30
beaten,13
beating,27
beatings,8
beats,4
beaucaire,20
beauchampâ,2
beauchamp,243
beaumarchais,3
beauties,2
beautifulâ,2
beautiful,101
beautifully,10
beauty,118
beauvoisin,3
beaver,119
became,170
because,280
beckoned,2
become,186
becomes,25
becoming,30
bed,175
bedchamber,5
bedclothes,4
bedroom,28
bedrooms,2
beds,9
bedside,3
bedstead,3
been,1278
befall,4
befallen,4
befell,4
before,672
beforehand,17
beg,61
began,202
begged,22
begging,4
begin,45
beginning,64
begins,11
begone,2
begs,4
begun,21
behalf,10
behave,3
behaved,6
beheaded,3
beheld,20
behind,162
behold,17
beholding,4
being,391
beings,24
belief,16
believe,239
believed,45
believes,4
believing,11
bell,48
bellegarde,7
bellied,2
bellies,4
belligerent,3
bellow,2
bellowing,4
bells,5
belly,4
bellying,2
belong,20
belonged,31
belonging,22
belongs,15
beloved,25
below,23
belt,6
ben,6
bench,17
bend,9
bending,13
beneath,103
benedetto,71
benefactorâ,2
benefactor,13
benefactors,3
beneficent,3
benefit,5
benevolence,5
benevolent,6
bent,40
bentivoglio,2
beppo,11
bequeath,6
bequeathed,4
bertuccio,160
beseech,15
beset,4
beside,39
besides,158
besought,7
bespoke,3
best,113
bestow,11
bestowed,19
bestowing,3
bet,9
beth,4
bethought,3
betoken,3
betokened,3
betray,10
betrayed,35
betraying,7
betrays,3
betrothal,11
betrothed,34
bets,5
betterâ,3
better,181
between,264
beverage,7
beverages,2
beware,3
bewildered,17
bey,4
beyond,55
bianca,2
bickering,3
bid,7
bidding,6
bids,3
bier,4
big,18
bill,96
billiard,3
bills,19
bind,4
birch,3
bird,22
birds,22
birth,27
biscuit,12
bit,38
bite,15
bites,2
biting,9
bitten,11
bitter,41
bitterly,14
bitterness,4
blacas,28
black,126
blackened,3
blacker,2
blackness,5
blade,6
blame,19
blanc,6
blank,3
blankets,13
blasted,4
blaze,3
blazing,3
blazon,2
bled,3
bleed,3
bleeding,13
bless,12
blessed,18
blessing,5
blessings,4
blew,7
blighted,3
blind,20
blinded,3
blindfolded,5
blindly,6
blindness,4
blinds,10
blinked,4
blissful,2
blocked,3
blood,102
bloodhounds,4
bloodshot,3
bloody,3
bloom,2
bloomed,3
blossoms,5
blow,80
blowing,5
blown,5
blows,23
blue,77
bluff,3
blunderbusses,3
blundering,3
blush,7
blushed,7
blushing,5
board,57
boards,4
boast,8
boasted,3
boasting,2
boat,69
boats,14
bodice,4
bodies,18
bodily,4
body,148
bois,11
bold,9
bolder,3
boldest,5
boldly,11
boldness,3
bologna,2
bolt,9
bolted,8
bolts,7
bonaparte,11
bonapartism,3
bonapartist,30
bonapartists,6
bond,5
bondage,10
bonds,16
bone,12
bones,7
bonnet,4
bony,7
book,49
books,11
boom,2
boon,4
boot,4
boots,12
bordeaux,4
bordered,8
borders,4
bore,29
bored,3
borgia,13
borgias,3
borgo,2
boring,3
born,41
borne,11
borrow,2
borrowed,4
bosom,22
bossuet,2
both,177
bother,4
botherin,3
bottle,45
bottles,11
bottom,34
boudoir,14
boughs,4
bought,27
boulevard,11
boulevards,4
boulogne,7
bound,46
boundary,2
bounded,18
bounding,6
boundless,4
bounds,9
bouquet,9
bouquets,5
bourbons,8
bourges,6
bourse,7
boville,35
bow,25
bowed,95
bowing,21
bows,3
box,122
boxes,16
boy,79
boys,6
bracciano,8
brace,5
bracket,3
brain,54
brains,11
branch,11
branches,21
brand,9
brands,5
brandy,6
brava,2
brave,26
bravest,2
bravo,17
brazier,3
bread,36
break,40
breakfast,65
breakfasted,5
breakfasting,4
breaking,23
breast,42
breasts,2
breath,42
breathe,18
breathed,16
breathing,12
breathless,14
breathlessly,2
bred,9
breeches,3
breed,8
breeding,5
breeds,2
breeze,10
brevet,2
breviary,8
bridal,2
bride,15
bridegroom,5
bridle,4
brief,25
brigadier,19
brigand,10
brigands,12
bright,40
brightened,7
brighter,3
brightest,4
brightness,6
brilliancy,3
brilliant,38
brilliantly,4
bring,100
bringing,21
brings,17
brink,4
bristle,3
bristled,23
bristling,30
britzka,3
broad,15
broke,32
broken,74
broker,2
bronze,2
bronzed,3
brother,82
brothers,9
brought,158
brow,74
brown,9
brows,8
brucine,9
bruised,3
bruises,2
brush,6
brushed,4
brussels,6
brutal,14
brutality,3
brute,10
brutes,2
brutus,4
buckles,5
build,9
builder,6
building,19
built,19
bulks,4
bull,20
bullet,6
bullets,4
bully,5
bunch,14
bundle,6
bundles,3
bunk,3
burden,12
burdened,3
burial,4
buried,42
burn,10
burned,8
burning,39
burnt,18
burst,46
bursting,15
bursts,4
bury,11
burying,4
bush,7
bushes,13
busily,6
business,76
busoni,57
bustle,3
busy,10
butâ,11
but,3596
butcher,3
butt,5
butter,4
button,15
buttoned,11
buttons,11
buy,13
buzz,4
buzzing,3
by,2491
bye,18
byron,4
cã,33
cab,17
cabals,2
cabanis,3
cabbage,9
cabbages,2
cabin,34
cabinet,4
cable,2
cabriolet,15
caderousseâ,2
caderousse,417
cafã,11
cage,9
cairo,5
cake,2
cakes,3
calamity,4
calash,10
calculate,7
calculated,17
calculating,4
calculation,7
calculations,7
calcutta,3
call,122
called,182
calling,38
calls,21
calm,84
calmed,6
calmly,29
calmness,30
calvary,2
cambric,5
came,428
camellias,3
camp,69
campagna,3
campaign,3
campfire,2
can,582
canal,7
candid,2
candidly,9
candle,6
candles,3
candor,7
cane,15
canebiã,7
cannon,9
cannot,209
canoe,9
canoes,3
canon,3
canvas,11
cap,15
capable,28
capacity,4
cape,11
capisco,2
capital,50
capitalist,2
capitol,3
caprara,2
caprice,6
caprices,13
capricious,5
captain,155
captains,3
captivity,19
capture,3
captured,5
car,7
caracalla,2
carafe,2
carbine,15
carbineers,9
carbines,6
carconte,50
card,11
cardinal,20
cardinals,13
cards,13
care,101
cared,9
career,19
careful,17
carefully,71
carefulness,2
careless,10
carelessly,20
carelessness,7
cares,7
caress,5
caressed,5
caresses,5
caressing,7
careworn,5
cargo,15
cariboo,3
carlini,41
carlos,12
carmela,15
carnival,34
carnivorous,4
carp,3
carpet,7
carpeted,3
carpets,5
carriage,281
carriages,26
carried,95
carries,9
carry,40
carrying,37
cars,2
cart,9
cartridges,7
carve,3
carved,12
case,123
cases,10
cash,13
cashier,8
cashmere,7
casket,12
cassock,3
cast,82
casting,17
castle,13
castles,2
cat,22
catacombs,8
catalan,22
catalane,6
catalans,24
catalepsy,3
catastrophe,13
catastrophes,5
catch,24
catching,3
caterpillar,14
cats,14
caught,50
cause,114
caused,60
causes,6
caution,12
cautious,10
cautiously,17
cavalcantiâ,2
cavalcanti,166
cavalier,7
cavaliers,2
cave,39
cavern,23
caverns,3
caves,10
cavity,3
cease,17
ceased,62
ceiling,12
celebrated,26
celestial,7
cell,55
cells,4
cement,3
cemented,5
cemetery,13
cent,12
centre,35
centred,7
centuries,7
century,8
ceremonious,4
ceremony,18
certain,97
certainly,180
certainty,14
certificate,7
cessato,2
chã,201
chain,24
chained,7
chains,3
chair,77
chairs,10
chaise,11
challenge,9
challenged,8
chambã,3
chamber,92
chamberlain,5
chambre,25
chamois,3
champ,3
champs,34
chance,90
chanced,11
chances,10
change,75
changed,53
changes,7
changing,22
chapelle,4
chapter,3
character,38
characterised,2
characteristic,5
characterized,4
characters,11
charenton,2
charge,28
charged,20
charges,4
charitable,7
charities,3
charity,8
charles,13
charm,5
charmed,11
charming,50
charms,5
chart,3
chase,14
chased,4
chaste,4
chastity,2
chatter,3
chattered,4
chatting,5
chaussã,10
check,9
checked,7
cheek,10
cheeks,39
cheer,8
cheered,2
cheerful,11
cheerfully,5
cheering,3
chemist,10
chemistry,8
chemists,4
cherished,7
cherokee,32
cheshire,5
chest,33
chestnut,8
cheval,3
chevalier,3
chibouque,5
chibouques,5
chicken,14
chickens,7
chicks,4
chief,67
childâ,3
child,210
childhood,9
childlike,4
children,58
chill,4
chilled,3
chills,3
chimed,2
chimerical,5
chimney,23
chin,16
china,12
chinese,5
chips,3
chisel,7
chocolate,3
choice,22
choke,3
choked,5
choking,8
cholera,2
choose,30
chooses,3
choosing,2
chopping,3
chops,4
chord,3
chorus,7
chose,12
chosen,31
christ,2
christi,3
christian,25
christians,5
church,12
churchman,3
cicerone,15
cigar,12
cigars,11
circe,2
circle,61
circled,6
circles,4
circular,4
circumlocution,2
circumstance,33
circumstances,50
circumstantial,5
circus,3
cities,6
citizen,5
city,46
civil,9
civilisation,3
civilities,3
civility,4
civilization,3
civilized,5
civita,6
ck,2
clad,4
claim,18
claimed,5
claiming,3
claims,3
clamoured,3
clamps,2
clanging,3
clap,4
clapped,4
clara,3
clash,2
clashing,3
clasp,3
clasped,22
clasping,17
clasps,2
class,10
classes,2
classification,5
clatter,2
clause,3
claw,3
claws,9
clay,14
clean,9
clear,69
cleared,8
clearly,16
clearness,6
cleave,3
cleaving,4
cleft,3
clematis,4
clenched,20
cleopatra,3
clerk,23
clerks,8
clever,13
cleverly,4
clew,3
click,2
client,6
climate,4
climates,2
climb,3
climbed,10
climes,4
cling,6
clinging,13
clipping,3
cloak,25
clock,203
clocked,2
clocks,3
clogged,3
close,102
closed,128
closely,39
closer,21
closes,4
closet,13
closing,20
cloth,17
clothed,4
clothes,27
cloud,29
clouded,7
clouds,19
cloudy,3
clout,4
clover,5
club,59
clubs,8
clump,13
clumps,4
clumsy,2
clung,21
cluster,4
clustered,3
clutch,4
clutched,5
clutching,9
coach,18
coaches,5
coachman,45
coachmen,3
coal,3
coals,6
coarse,4
coast,16
coat,64
coated,3
cochineal,2
cocked,7
cocking,2
cocles,37
code,6
codes,3
codicil,3
coffee,27
coffer,5
coffers,3
coffin,7
coffins,5
coin,6
coincidence,3
coins,2
cold,82
coldly,19
coldness,8
collar,10
colleague,5
colleagues,7
collect,10
collected,19
collecting,5
collection,5
college,5
collided,3
collie,21
colonel,7
color,38
colored,27
coloring,3
colors,10
colossal,8
colosseum,26
colour,8
coloured,4
columbarium,3
column,7
columns,5
combat,8
combination,3
combined,4
comeâ,6
come,626
comedy,5
comer,7
comers,5
comes,62
comfort,12
comfortable,12
comfortably,3
comforted,6
coming,116
command,49
commanded,16
commander,9
commanding,8
commands,12
commence,4
commenced,10
commencement,8
commences,2
commend,2
comment,5
commentaries,4
commented,8
comments,3
commercial,4
commissariat,2
commissary,14
commission,16
commissioned,4
commit,19
committed,36
committee,15
committing,5
common,26
commonly,2
commonplace,5
commotion,4
communicate,12
communicated,14
communication,17
compact,5
companion,74
companions,23
companionship,13
company,31
compared,20
comparison,7
compass,5
compassion,9
compel,7
compelled,47
compelling,2
compensation,3
compiã,6
complain,16
complained,5
complaining,5
complaint,8
complaints,4
complete,46
completed,15
completely,53
completion,3
complex,3
complexion,21
complied,5
compliment,6
complimented,4
compliments,10
comply,8
compose,4
composed,27
composer,3
composition,4
composure,8
comprehend,21
comprehended,7
comprehension,5
compromise,7
compromising,8
comrade,24
comrades,18
comte,13
conceal,54
concealed,68
concealing,3
concealment,3
conceals,3
conceive,5
conceived,3
concentrated,5
concern,13
concerned,21
concerning,28
concerns,7
concerted,4
concierge,34
concluded,23
conclusion,12
condemn,5
condemnation,4
condemned,32
condemning,3
condemns,3
condescend,2
condescending,2
condescension,7
condition,34
conditions,10
conduct,50
conducted,30
conducting,10
conductor,3
confer,4
conference,5
conferred,4
confess,43
confessed,6
confessing,3
confession,14
confessor,7
confetti,7
confidant,4
confide,6
confided,10
confidence,60
confident,5
confidential,12
confidently,2
confiding,6
confine,5
confined,16
confinement,9
confirm,7
confirmation,3
confirmed,14
conflict,4
conform,3
confound,4
confounded,4
confront,3
confronted,4
confused,11
confusion,20
congratulate,8
congratulations,3
conical,2
conjecture,2
conjugal,2
conjure,4
conjuring,2
connected,21
connection,14
connections,3
connoisseur,4
conquer,2
conquered,7
conqueror,3
conquerors,4
conquest,3
conscience,37
conscientious,4
conscientiously,3
conscious,17
consciousness,26
consent,25
consented,7
consequence,23
consequences,11
consequent,2
consequently,24
conservatory,4
consider,49
considerable,32
considerably,5
consideration,14
considered,39
considering,9
consigne,2
consigned,3
consisted,23
consistent,2
consisting,7
consists,5
consolation,9
consolations,2
console,14
consoledâ,2
consoled,8
consoling,3
conspicuous,7
conspiracyâ,2
conspiracy,14
conspirator,3
constant,21
constantinople,13
constantly,23
consternation,5
constituted,6
constitution,4
constrained,5
constructed,4
construction,9
consult,7
consultation,3
consulted,9
consumed,5
consummate,2
consummated,3
contact,14
contacts,3
contain,15
contained,42
containing,22
contains,3
contemplate,3
contemplated,10
contemplating,4
contemplation,10
contempt,18
contemptible,2
contemptuous,3
contend,6
content,37
contented,19
contents,32
contest,3
continual,8
continually,21
continue,25
continued,308
continuing,9
continuous,3
contraband,3
contractâ,2
contract,33
contracted,8
contraction,5
contradict,5
contradicted,5
contraryâ,3
contrary,108
contrast,9
contrasted,3
contrasting,3
contributed,3
contributions,2
contrive,7
contrived,8
control,19
controlled,2
controlling,3
convenient,5
convent,8
conventional,3
conversant,4
conversation,111
conversations,5
converse,12
conversed,7
conversing,13
converted,6
convey,12
conveyed,22
conveying,2
convicted,4
conviction,26
convince,11
convinced,34
convincing,5
convulsed,7
convulsion,4
convulsions,6
convulsive,10
convulsively,14
cook,17
cooked,5
cooking,6
cooks,3
cool,13
coolly,7
coolness,19
copied,4
copper,5
coq,5
coquettish,5
coral,7
cord,6
cordial,5
cordiality,3
cordially,3
cords,4
cornã,5
corner,88
cornered,8
corners,11
coronet,3
corporal,4
corpse,52
corpses,3
corpus,2
correct,12
correction,3
correctly,9
corresponded,2
correspondence,5
correspondent,16
correspondents,6
corresponding,6
corridor,23
corridors,7
corroborated,2
corroboration,3
corrupt,4
corsica,24
corsican,37
corsicans,3
corsinari,9
corso,18
coselli,3
cost,26
costly,2
costume,46
costumes,13
cotton,4
couch,12
cough,5
could,812
couldn,6
counsel,8
counselled,3
countâ,7
count,1484
counted,27
countenance,103
countenances,6
counter,9
countess,132
counting,6
countless,5
countries,12
country,94
countryman,4
countrymen,5
coupã,11
couple,15
courage,64
courageous,12
courier,4
cours,3
courseâ,4
course,123
court,79
courtesy,9
courtyard,18
cousin,10
covenant,5
cover,15
covered,87
covering,8
coverlet,5
covers,4
coveted,4
covetous,2
coward,17
cowardice,3
cowardly,11
cowards,5
cowered,7
coyly,2
crack,5
cracked,2
crackled,3
crackling,4
cradle,5
craft,2
crafty,6
crag,3
cramped,4
crash,5
crashing,3
cravat,14
crawl,4
crawled,20
crawling,7
crazy,5
creak,3
creaked,9
creaking,9
cream,2
create,7
created,16
creation,5
creature,40
creatures,35
credit,51
credited,3
creditor,5
creditors,3
creek,11
creep,3
creeping,4
crept,8
crest,5
crevices,9
crew,35
cribbage,3
cried,371
cries,50
crimeâ,2
crime,85
crimes,26
criminal,22
criminals,9
crimson,4
cringing,5
crisis,4
cristoâ,3
cristo,1123
critters,2
croakin,2
crocodiles,3
cromwell,3
crooked,4
crooning,4
crop,4
croquet,8
cross,39
crossed,32
crosses,3
crossing,10
crouch,3
crouched,26
crouching,16
crowd,56
crowded,11
crown,14
crowned,5
crowns,31
crucifix,4
cruel,23
cruelly,5
cruelty,5
crumble,2
crumbling,3
crumpled,3
crush,13
crushed,20
crushing,4
crust,2
cry,114
crying,17
crypt,2
crystal,8
cub,82
cubhood,5
cubs,7
cucumetto,34
cuff,7
culmination,3
culpable,3
culprit,15
culprits,6
cultivated,2
cultivation,3
cunning,21
cup,29
cupboard,9
cupboards,6
cupidity,4
cups,4
curate,4
curdling,2
cure,8
cured,7
curiosities,3
curiosity,59
curious,49
curiouser,2
curiously,11
curled,6
curls,4
current,5
cursed,5
curses,4
cursing,5
curtain,40
curtains,18
curved,4
cushion,6
cushions,13
custody,4
custom,41
customary,11
customs,18
cut,64
cuts,4
cutting,11
cyprus,3
dã,271
d,344
dagger,11
daggers,6
daily,11
dainties,2
daisies,2
damage,7
damask,13
dame,4
damn,8
damned,2
damp,10
dance,10
danced,7
dancers,4
dancing,9
dandrã,9
dandy,5
danger,51
dangerous,27
dangers,4
danglarsâ,11
danglars,906
dantã,732
dante,7
dappled,5
dare,36
dared,23
daring,17
dark,88
darkened,6
darker,7
darkness,83
darling,4
darted,17
darts,3
dash,7
dashed,15
dashing,5
date,9
dated,5
dates,5
daughterâ,4
daughter,175
daughters,3
daume,3
daunted,4
dauphinã,3
dawn,7
dawned,6
dawson,5
dayâ,6
day,552
daybreak,7
daylight,29
days,228
dazzle,3
dazzled,13
dazzling,6
de,1040
dead,216
deadliest,3
deadly,30
deaf,3
deal,32
dealer,14
dealing,3
dear,425
dearest,13
dears,2
deathâ,6
death,298
deaths,6
debarkation,2
debate,3
debilitated,2
debray,210
debt,11
debts,4
decanter,12
decapitato,3
deceased,5
deceive,11
deceivedâ,2
deceived,51
december,2
decent,3
decently,3
deception,4
decesaris,2
decide,8
decided,36
decidedly,20
decision,13
deck,13
decked,5
declaration,10
declare,20
declared,27
declares,4
declaring,6
declined,3
declivity,3
decorated,6
decorations,4
decorum,2
decreased,3
decree,2
deduction,2
deed,19
deeds,7
deemed,10
deep,102
deeper,7
deepest,14
deeply,43
deeps,5
defeat,8
defeated,5
defect,4
defence,12
defend,19
defended,7
defending,5
defer,5
deference,5
deferred,3
defiance,5
defiant,3
defied,4
defined,3
defy,6
degree,35
degrees,19
dei,4
deign,7
deigned,2
deigns,3
dejected,2
del,32
delay,39
delayed,15
delays,3
deliberately,7
deliberation,3
delicacy,14
delicate,14
delicately,7
delicious,6
delight,47
delighted,43
delightful,22
delights,5
delirious,5
delirium,13
deliver,14
delivered,16
delivering,7
della,4
demand,40
demanded,45
demanding,9
demands,8
demeanor,8
demon,12
demons,2
demonstrative,3
den,6
denied,17
denis,3
denounce,9
denounced,5
dense,5
dentro,3
denunciation,4
deny,18
denying,2
depart,15
departed,25
departing,5
department,8
departure,43
depend,21
depended,12
dependence,5
dependent,4
depends,8
depicted,8
deploring,2
deposit,7
deposited,17
deposition,4
depressed,3
depression,4
deprive,12
deprived,22
depriving,4
depth,8
depths,18
deputed,4
deputies,4
deputy,20
derive,4
derived,3
des,27
descend,22
descendant,4
descendants,7
descended,83
descending,25
descent,10
deschamps,5
describe,15
described,15
describing,3
description,22
desdemona,2
desert,14
deserted,31
deserve,15
deserves,7
design,13
designated,9
designed,6
designs,6
desirable,7
desire,110
desired,46
desires,13
desiring,6
desirous,22
desk,23
desolate,4
desolation,4
despair,72
despairing,4
despairingly,3
despatch,9
despatched,9
desperate,22
desperately,4
desperation,2
despise,8
despised,6
despite,4
dessert,4
destination,4
destined,24
destiny,13
destitute,3
destroy,27
destroyed,32
destroying,3
destroys,4
